2,7
2,11
2,12
3,30
3,15
3,90
3,14
4,11
4,120
5,280
6,12
7,350
7,400
7,75
7,25
8,400
8,17
9,200
9,260
9,36
9,105
10,95
10,60
10,11
10,21
10,46
11,14
11,27
11,34
11,8
12,110
12,130
12,95
12,200
12,40
12,75
12,10
12,70
12,15
12,19
13,20
13,280
13,12
14,8
14,6
14,55
14,28
14,6
14,10
15,240
15,75
15,21
15,23
15,65
15,29
16,10
16,7
16,50
17,14
17,14
17,20
17,140
17,14
17,180
17,5
17,21
17,18
17,10
17,6
18,20
18,47
18,80
18,4
18,23
18,13
18,40
19,13
19,200
20,6
20,11
20,18
20,35
20,23
20,165
20,31
20,20
21,9
21,26
21,10
21,60
21,8
22,80
22,49
22,6
23,20
23,15
23,125
23,23
23,7
23,11
24,10
24,55
24,115
24,155
24,14
24,18
24,16
24,13
24,9
25,15
25,16
25,20
25,41
25,28
25,500
25,6
26,8
26,20
26,65
26,8
26,9
26,4
27,7
27,22
27,16
27,90
27,3
27,10
27,13
28,10
28,4
28,6
28,8
28,15
28,1
28,9
28,8
28,6
28,10
29,17
29,120
29,28
29,25
29,9
29,18
29,4
30,12
30,8
30,6
30,16
30,12
30,42
30,80
30,16
30,85
31,9
31,12
31,11
31,170
31,4
32,14
32,110
33,7
33,22
33,6
33,32
33,10
33,10
33,8
33,13
33,29
34,36
34,12
34,19
34,300
34,75
34,11
34,17
34,36
34,15
34,9
34,13
34,13
35,21
35,13
35,8
35,14
36,39
36,14
36,10
36,21
36,11
37,10
37,25
37,16
37,8
38,11
38,10
39,15
39,3
39,31
39,6
39,9
39,12
39,90
39,15
39,18
40,26
40,13
40,16
40,7
40,26
40,10
40,33
40,8
41,6
41,13
41,19
41,190
41,3
42,10
42,7
42,14
42,42
42,11
42,7
42,9
43,11
43,7
43,5
44,15
44,22
44,6
44,6
44,10
45,13
45,7
45,5
46,11
46,12
46,21
46,6
47,11
47,38
47,8
47,18
47,5
47,26
47,7
47,10
48,35
48,8
48,8
48,6
48,49
48,9
48,3
48,9
49,40
49,11
49,145
49,19
49,2
49,14
50,46
50,10
50,29
50,5
51,65
51,7
51,38
51,25
51,10
52,11
52,10
52,8
52,300
53,14
53,6
53,31
53,70
54,14
54,10
54,44
54,14
54,55
54,10
55,9
56,3
56,15
56,13
56,19
56,5
56,8
57,3
57,11
57,30
57,33
57,7
58,7
58,24
58,9
59,24
59,21
59,22
60,13
60,12
60,16
60,14
60,16
61,41
61,34
61,8
61,6
61,8
61,5
62,12
62,2
62,8
62,10
63,9
63,7
63,12
63,29
63,55
63,19
63,100
63,33
64,12
64,13
64,3
64,12
64,5
64,5
64,16
65,21
65,8
65,6
65,13
65,9
66,65
66,10
66,210
66,23
67,23
67,10
67,35
67,7
68,6
68,10
68,27
68,21
68,26
69,44
69,7
69,35
69,30
70,4
70,19
71,6
71,9
71,18
71,17
72,4
73,9
73,8
73,75
74,60
74,5
74,20
75,30
75,14
75,5
76,13
76,16
76,39
76,510
76,11
76,5
76,25
77,25
77,25
78,22
78,460
78,12
78,8
79,2
79,28
79,39
79,42
79,80
80,6
81,28
81,9
81,40
81,20
81,12
82,34
82,34
82,18
82,24
83,16
83,5
83,21
83,11
83,7
83,12
83,190
83,5
83,18
84,15
84,29
84,19
85,9
86,17
86,16
86,11
86,10
86,22
86,25
87,32
87,8
88,14
88,16
89,7
89,13
89,34
89,75
89,70
90,270
90,20
90,8
90,11
90,25
90,12
91,9
91,29
91,7
91,33
92,27
93,37
93,18
93,18
93,3
94,6
94,24
94,9
94,36
95,15
95,9
96,21
96,23
96,870
96,4
96,25
97,9
97,15
97,6
97,22
98,17
98,12
98,10
98,15
98,40
99,14
99,42
100,20
100,41
100,21
100,6
102,12
102,16
102,7
103,33
103,18
104,11
104,28
104,17
104,6
105,11
105,41
105,8
105,34
105,12
106,12
106,21
106,10
106,8
106,14
106,6
107,9
107,9
107,9
107,5
107,4
108,36
108,20
108,9
108,7
109,23
109,18
109,4
110,18
111,45
111,8
111,5
112,38
112,6
112,14
112,18
113,37
114,10
114,7
114,29
115,14
115,11
116,14
116,16
116,7
116,7
116,3
117,26
117,9
118,35
118,6
118,7
118,100
118,31
119,12
119,20
119,55
120,20
121,7
121,9
122,95
122,16
122,9
123,10
123,8
123,5
123,12
123,12
123,2700
123,8
124,34
124,6
124,18
124,22
124,6
125,13
126,9
126,9
126,25
127,10
128,5
128,49
129,12
129,11
130,5
130,10
130,17
130,8
131,11
131,12
131,5
132,8
133,17
133,15
133,4
133,20
133,8
133,8
134,10
135,7
135,29
135,8
135,5100
135,10
136,36
136,15
136,4
137,9
137,8
137,26
137,8
138,7
138,15
138,11
139,45
139,15
139,6
139,22
141,9
141,90
141,90
141,17
141,29
142,7
143,18
143,790
143,27
143,10
144,29
144,17
144,8
145,5
146,25
146,18
146,8
146,4
147,6
147,23
147,10
147,25
148,26
148,50
148,5
148,6
149,17
149,28
150,26
150,21
150,26
151,42
151,75
151,10
151,15
151,11
151,8
152,12
152,10
152,9
152,70
153,10
153,10
154,37
154,23
154,31
154,165
154,4
155,15
155,11
156,4
156,20
156,7
156,7
157,18
158,8
158,29
160,20
160,10
160,14
160,30
161,10
161,9
161,22
161,14
162,1340
162,48
162,10
162,14
162,12
163,28
163,20
163,10
164,12
166,6
166,6
167,6
167,7
168,75
168,5
168,5
168,28
168,11
169,16
169,21
170,22
170,14
171,22
171,10
172,11
173,13
173,110
174,7
174,260
174,12
174,16
174,20
175,24
177,40
178,15
178,11
179,8
179,24
179,11
180,8
181,11
181,680
182,5
182,5
182,16
183,25
183,10
183,9
183,8
184,18
184,13
184,75
184,4
184,6
185,10
185,19
185,12
186,12
186,10
186,7
186,12
187,17
188,8
188,23
188,70
189,26
190,16
191,65
192,9
192,12
194,220
194,23
194,7
195,17
196,2440
197,12
197,19
198,23
198,30
199,10
199,18
199,22
200,10
200,22
201,11
201,19
201,14
202,6
203,19
203,18
203,8
205,22
205,24
207,8
207,20
207,26
208,10
208,37
209,43
209,10
209,33
210,9
210,21
211,7
212,27
212,5
212,9
213,34
215,12
215,8
215,19
215,17
216,17
216,7
216,12
218,34
218,15
219,8
220,14
220,370
222,20
223,65
224,6
224,23
225,15
225,70
228,13
230,9
230,11
232,14
232,6
232,360
234,13
234,16
235,9
236,36
236,14
236,43
238,22
238,10
239,8
241,12
241,48
242,35
243,22
243,9
243,18
243,28
244,17
245,12
246,7
247,4
247,5
248,15
249,11
249,180
249,7
250,9
251,13
251,14
252,16
255,6
256,8
256,11
257,23
259,15
259,7
260,16
260,22
260,19
260,18
260,23
261,11
262,8
262,6
262,7
263,16
263,30
265,12
265,38
266,4000
266,24
266,30
267,36
268,1280
268,43
268,22
269,60
270,15
270,26
270,650
272,70
273,65
274,7
274,16
275,12
275,5
275,990
276,7
277,3780
277,22
278,15
279,12
279,15
280,18
281,8
282,20
282,12
283,12
284,17
286,8
286,3430
290,7
291,30
291,7
292,10
292,15
293,7
293,14
293,200
294,65
294,42
295,16
295,8
296,5
297,8
297,7
298,20
299,35
302,450
302,21
303,40
303,2290
304,30
304,850
305,13
306,10
307,10
307,16
307,21
310,8
312,5
315,18
320,13
321,27
323,11
324,6
324,15
324,12
324,25
328,35
330,15
332,55
333,27
333,10
333,18
335,7
338,17
